Data da venda;Estado;Tarifa de venda e impostos (BRL);Tarifas de envio (BRL);Custo de envio com base nas medidas e peso declarados;Custo por diferenças nas medidas e no peso do pacote;Cancelamentos e reembolsos (BRL);Total (BRL);SKU
20 de janeiro de 2026 10:42 hs.;Reclamação aberta para resolver até quarta-feira;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:41 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:40 hs.;Envio reagendado;-75,9;-44,45;-44,45;;;539,65;8-ALLEGRA-PT
20 de janeiro de 2026 10:37 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:37 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:37 hs.;A caminho;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:33 hs.;Cancelada pelo comprador;-56,24;-28,45;-28,45;;-404,31;0;6-ALLEGRA-PT
20 de janeiro de 2026 10:31 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:30 hs.;Pacote de 2 produtos;-152,84;-85,35;-85,35;;;1090,81; 
20 de janeiro de 2026 10:30 hs.;Para entregar na coleta do dia 30 de janeiro;;;;;;;6-ALLEGRA-PT
20 de janeiro de 2026 10:30 hs.;Para entregar na coleta do dia 30 de janeiro;;;;;;;4-ALLEGRA-PT
20 de janeiro de 2026 10:24 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:19 hs.;Para entregar na coleta do dia 29 de janeiro;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 10:09 hs.;Venda cancelada. Não envie.;-337,44;-170,7;-170,7;;-2425,86;0;6-ALLEGRA-PT
20 de janeiro de 2026 10:08 hs.;A caminho;-112,48;-56,9;-56,9;;;808,62;6-ALLEGRA-PT
20 de janeiro de 2026 10:08 hs.;Venda cancelada. Não envie.;-337,44;-170,7;-170,7;;-2425,86;0;6-ALLEGRA-PT
20 de janeiro de 2026 10:08 hs.;Venda cancelada. Não envie.;-337,44;-170,7;-170,7;;-2425,86;0;6-ALLEGRA-PT
20 de janeiro de 2026 10:07 hs.;A caminho;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 10:01 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 10:00 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 10:00 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 09:59 hs.;Etiqueta pronta para imprimir;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 09:57 hs.;A caminho;-22,31;-22,45;-22,45;;;149,24;2-CHIFRE-PT
20 de janeiro de 2026 09:56 hs.;Para entregar na coleta do dia 3 de fevereiro;-15,83;;;;;63,16;1-ALLEGRA-PT
20 de janeiro de 2026 09:53 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 09:52 hs.;Entregue;-21,74;-22,45;-22,45;;;144,81;2-ALLEGRA-PT
20 de janeiro de 2026 09:48 hs.;Reclamação aberta para resolver hoje;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 09:47 hs.;A caminho;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 09:44 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 09:34 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 09:33 hs.;Etiqueta pronta para imprimir;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 09:24 hs.;Reclamação aberta para resolver hoje;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 09:13 hs.;Vamos te devolver um pacote antes do dia 10 de fevereiro;-31,66;;;;-126,32;0;1-ALLEGRA-PT
20 de janeiro de 2026 09:09 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 09:07 hs.;A caminho;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 09:06 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 09:03 hs.;Para entregar na coleta de amanhã;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 08:31 hs.;A caminho;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 08:20 hs.;Entregue;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
20 de janeiro de 2026 08:18 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 08:13 hs.;Entregue;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 07:52 hs.;Reclamação aberta para resolver hoje;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 07:49 hs.;Para entregar na coleta do dia 13 de fevereiro;-112,48;-56,9;-56,9;;;808,62;6-ALLEGRA-PT
20 de janeiro de 2026 07:45 hs.;A caminho;-63,32;;;;;252,64;1-ALLEGRA-PT
20 de janeiro de 2026 07:38 hs.;A caminho;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
20 de janeiro de 2026 07:23 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
20 de janeiro de 2026 06:46 hs.;Entregue;-61,08;-28,45;-28,45;;;441,62;8-CHIFRE-PT
20 de janeiro de 2026 06:24 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
20 de janeiro de 2026 01:29 hs.;Para entregar na coleta do dia 3 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
20 de janeiro de 2026 01:21 hs.;Para entregar na coleta do dia 2 de fevereiro;-73,56;-53,9;-53,9;;;536,08;4-ALLEGRA-PT
20 de janeiro de 2026 00:06 hs.;Entregue;-27,94;-24,95;-24,95;;;190,11;2-ALLEGRA-PT
19 de janeiro de 2026 23:48 hs.;Devolvido no dia 26 de janeiro;-15,83;;;;-63,16;0;1-ALLEGRA-PT
19 de janeiro de 2026 23:32 hs.;Entregue;-55,77;-26,95;-26,95;;;402,27;6-ALLEGRA-PT
19 de janeiro de 2026 23:30 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
19 de janeiro de 2026 22:47 hs.;Entregue;-126,64;;;;;505,28;1-ALLEGRA-PT
19 de janeiro de 2026 22:47 hs.;Entregue;-39,82;-28,45;-28,45;;;280,92;4-ALLEGRA-PT
19 de janeiro de 2026 22:42 hs.;A caminho;-22,41;-22,45;-22,45;;;150,04;2-ALLEGRA-PT
19 de janeiro de 2026 22:39 hs.;Para entregar na coleta do dia 30 de janeiro;-23,68;-50,82;-50,82;;;149,49;1-ALLEGRA-PT
19 de janeiro de 2026 22:36 hs.;Entregue;-22,66;-22,45;-22,45;;;151,89;2-CHIFRE-PT
19 de janeiro de 2026 22:32 hs.;Venda entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
19 de janeiro de 2026 22:32 hs.;Entregue;-36,78;-26,95;-26,95;;;268,04;4-ALLEGRA-PT
19 de janeiro de 2026 22:26 hs.;Entregue;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
19 de janeiro de 2026 22:25 hs.;Entregue;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
19 de janeiro de 2026 22:24 hs.;A caminho;-21,74;-22,45;-22,45;;;144,81;2-ALLEGRA-PT
19 de janeiro de 2026 22:17 hs.;Etiqueta pronta para imprimir;-94,98;;;;;378,96;1-ALLEGRA-PT
19 de janeiro de 2026 22:09 hs.;Entregue;-39,82;-28,45;-28,45;;;280,92;4-ALLEGRA-PT
19 de janeiro de 2026 22:00 hs.;Para entregar na coleta do dia 6 de fevereiro;-57,38;-28,45;-28,45;;;413,17;4-ALLEGRA-ND
19 de janeiro de 2026 21:50 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 21:46 hs.;Cancelada pelo comprador;-37,91;-26,95;-26,95;;-264,83;0;4-ALLEGRA-PT
19 de janeiro de 2026 21:44 hs.;Entregue;-103,5;-28,45;-28,45;;;768,05;10-ALLEGRA-PT
19 de janeiro de 2026 21:40 hs.;Envio reagendado;-31,33;-22,45;-22,45;;;143,22;2-ALLEGRA-PT
19 de janeiro de 2026 21:30 hs.;Entregue;-41,06;-28,45;-28,45;;;287,49;4-ALLEGRA-PT
19 de janeiro de 2026 21:29 hs.;Reclamação encerrada com reembolso para o comprador;-15,83;-8,99;-8,99;;-63,16;0;1-ALLEGRA-PT
19 de janeiro de 2026 21:12 hs.;Para entregar na coleta do dia 13 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
19 de janeiro de 2026 21:12 hs.;Entregue;-10,84;;;;;26,9;CB001-PT
19 de janeiro de 2026 21:02 hs.;Etiqueta pronta para imprimir;-21,74;-22,45;-22,45;;;144,81;2-ALLEGRA-PT
19 de janeiro de 2026 20:51 hs.;Etiqueta pronta para imprimir;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 20:48 hs.;Vamos te devolver um pacote antes do dia 13 de fevereiro;-41,06;-53,44;-53,44;;-287,49;0;4-ALLEGRA-PT
19 de janeiro de 2026 20:47 hs.;Entregue;-75,9;-44,45;-44,45;;;539,65;8-ALLEGRA-PT
19 de janeiro de 2026 20:34 hs.;Entregue;-63,32;;;;;252,64;1-ALLEGRA-PT
19 de janeiro de 2026 20:30 hs.;Para entregar na coleta do dia 6 de fevereiro;-94,98;;;;;378,96;1-ALLEGRA-PT
19 de janeiro de 2026 20:07 hs.;Devolução a caminho. Chegará entre 27 e 29 de janeiro;-15,83;;;;-63,16;0;1-ALLEGRA-PT
19 de janeiro de 2026 20:06 hs.;Para entregar na coleta de amanhã;-15,83;;;;;63,16;1-ALLEGRA-PT
19 de janeiro de 2026 19:55 hs.;A caminho;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 19:44 hs.;Para entregar na coleta do dia 9 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 19:39 hs.;Para entregar na coleta do dia 10 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 19:23 hs.;Entregue;-40,36;-28,45;-28,45;;;282,19;4-ALLEGRA-PT
19 de janeiro de 2026 19:11 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 19:08 hs.;Devolvido no dia 26 de janeiro;-37,91;-26,95;-26,95;;-264,83;0;4-ALLEGRA-PT
19 de janeiro de 2026 19:04 hs.;Para entregar na coleta do dia 18 de fevereiro;-15,83;;;;;63,16;1-ALLEGRA-PT
19 de janeiro de 2026 18:55 hs.;A caminho;-23,58;-24,95;-24,95;;;156,47;2-ALLEGRA-PT
19 de janeiro de 2026 18:51 hs.;Para entregar na coleta do dia 2 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
19 de janeiro de 2026 18:48 hs.;Entregue;-10,84;-9,99;-9,99;;;26,9;CB001-PT
19 de janeiro de 2026 18:47 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 18:39 hs.;Para entregar na coleta do dia 2 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 18:25 hs.;A caminho;-79,15;;;;;315,8;1-ALLEGRA-PT
19 de janeiro de 2026 17:50 hs.;Para entregar na coleta do dia 4 de fevereiro;-15,83;;;;;63,16;1-ALLEGRA-PT
19 de janeiro de 2026 17:34 hs.;A caminho;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 16:55 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 16:45 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 16:06 hs.;Para entregar na coleta de amanhã;-15,83;;;;;63,16;1-ALLEGRA-PT
19 de janeiro de 2026 16:03 hs.;Para entregar na coleta do dia 4 de fevereiro;-47,36;-65,66;-65,66;;;298,98;1-ALLEGRA-PT
19 de janeiro de 2026 15:55 hs.;A caminho;-63,32;;;;;252,64;1-ALLEGRA-PT
19 de janeiro de 2026 15:42 hs.;Para entregar na coleta do dia 2 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 15:28 hs.;A caminho;-63,32;;;;;252,64;1-ALLEGRA-PT
19 de janeiro de 2026 15:26 hs.;Cancelada pelo comprador;-37,91;-26,95;-26,95;;-264,83;0;4-ALLEGRA-PT
19 de janeiro de 2026 15:25 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
19 de janeiro de 2026 15:17 hs.;Cancelada pelo comprador;-22,41;-22,45;-22,45;;-150,04;0;2-ALLEGRA-PT
19 de janeiro de 2026 14:59 hs.;A caminho;-94,98;;;;;378,96;1-ALLEGRA-PT
19 de janeiro de 2026 14:55 hs.;Devolvido no dia 22 de janeiro;-23,58;-24,95;-24,95;;-156,47;0;2-ALLEGRA-PT
19 de janeiro de 2026 14:53 hs.;Cancelada pelo comprador;-15,83;-10,99;-10,99;;-63,16;0;1-ALLEGRA-PT
19 de janeiro de 2026 14:52 hs.;Vamos te devolver um pacote antes do dia 11 de fevereiro;-21,74;-22,45;-22,45;;-144,81;0;2-ALLEGRA-PT
19 de janeiro de 2026 14:39 hs.;Mediação finalizada. Te demos o dinheiro.;-49,56;-26,95;-26,95;;;354,41;4-ALLEGRA-ND
19 de janeiro de 2026 14:36 hs.;Devolvido no dia 22 de janeiro;-23,58;-24,95;-24,95;;-156,47;0;2-ALLEGRA-PT
19 de janeiro de 2026 14:06 hs.;Entregue;-89,7;-28,45;-28,45;;;661,84;10-ALLEGRA-PT
19 de janeiro de 2026 14:05 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
19 de janeiro de 2026 14:00 hs.;Reclamação encerrada com reembolso para o comprador;-31,66;;;;-63,16;63,16;1-ALLEGRA-PT
19 de janeiro de 2026 13:58 hs.;Entregue;-94,98;;;;;378,96;1-ALLEGRA-PT
19 de janeiro de 2026 13:38 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 13:02 hs.;Para entregar na coleta de amanhã;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 12:51 hs.;Etiqueta pronta para imprimir;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
19 de janeiro de 2026 12:42 hs.;Etiqueta pronta para imprimir;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 12:40 hs.;Cancelada pelo comprador;-15,83;;;;-63,16;0;1-ALLEGRA-PT
19 de janeiro de 2026 12:32 hs.;Etiqueta pronta para imprimir;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 12:20 hs.;Devolvido no dia 26 de janeiro;-15,83;;;;-63,16;0;1-ALLEGRA-PT
19 de janeiro de 2026 12:17 hs.;Para entregar na coleta do dia 5 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
19 de janeiro de 2026 12:09 hs.;Para entregar na coleta de amanhã;-79,15;;;;;315,8;1-ALLEGRA-PT
19 de janeiro de 2026 12:07 hs.;A caminho;-31,66;-23,99;-23,99;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 11:59 hs.;Etiqueta pronta para imprimir;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 11:52 hs.;Para entregar na coleta do dia 2 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
19 de janeiro de 2026 11:22 hs.;Devolvido no dia 26 de janeiro;-15,83;;;;-63,16;0;1-ALLEGRA-PT
19 de janeiro de 2026 11:12 hs.;Devolvido no dia 26 de janeiro;-37,91;-26,95;-26,95;;-264,83;0;4-ALLEGRA-PT
19 de janeiro de 2026 11:03 hs.;Para entregar na coleta do dia 3 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
19 de janeiro de 2026 11:01 hs.;Para entregar na coleta do dia 3 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 10:51 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 10:47 hs.;Vamos te devolver um pacote antes do dia 13 de fevereiro;-11,84;-16,41;-16,41;;-74,75;0;1-ALLEGRA-PT
19 de janeiro de 2026 10:43 hs.;Entregue;-15,83;-10,99;-10,99;;;63,16;1-ALLEGRA-PT
19 de janeiro de 2026 10:43 hs.;Para entregar na coleta do dia 9 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 10:30 hs.;Para entregar na coleta do dia 6 de fevereiro;-15,83;;;;;63,16;1-ALLEGRA-PT
19 de janeiro de 2026 10:22 hs.;Para entregar na coleta do dia 3 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 10:21 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 10:19 hs.;Entregue;-15,83;-22,99;-22,99;;;63,16;1-ALLEGRA-PT
19 de janeiro de 2026 10:12 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
19 de janeiro de 2026 10:05 hs.;Entregue;-30,21;-26,95;-26,95;;;205,56;3-ALLEGRA-PT
19 de janeiro de 2026 09:47 hs.;Entregue;-61,08;-28,45;-28,45;;;441,62;8-CHIFRE-PT
19 de janeiro de 2026 09:31 hs.;Para entregar na coleta do dia 29 de janeiro;-63,32;;;;;252,64;1-ALLEGRA-PT
19 de janeiro de 2026 09:28 hs.;A caminho;-142,46;;;;;1096,3;6-ALLEGRA-PT
19 de janeiro de 2026 09:28 hs.;A caminho;-142,46;-421,8;-421,8;;;674,5;6-ALLEGRA-PT
19 de janeiro de 2026 09:22 hs.;Para entregar na coleta do dia 2 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 09:21 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
19 de janeiro de 2026 09:17 hs.;Vamos te devolver um pacote antes do dia 16 de fevereiro;-63,32;;;;-252,64;0;1-ALLEGRA-PT
19 de janeiro de 2026 09:11 hs.;A caminho;-158,3;;;;;631,6;1-ALLEGRA-PT
19 de janeiro de 2026 09:04 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 08:29 hs.;Entregue;-15,83;;;;;63,16;1-ALLEGRA-PT
19 de janeiro de 2026 07:52 hs.;Entregue;-41,06;-28,45;-28,45;;;287,49;4-ALLEGRA-PT
19 de janeiro de 2026 07:25 hs.;Para entregar na coleta do dia 30 de janeiro;-123,18;-85,35;-85,35;;;862,47;4-ALLEGRA-PT
19 de janeiro de 2026 06:09 hs.;Entregue;-55,77;-26,95;-26,95;;;402,27;6-ALLEGRA-PT
19 de janeiro de 2026 01:12 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
19 de janeiro de 2026 00:52 hs.;Entregue;-31,66;-12,99;-12,99;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 23:12 hs.;Entregue;-11,5;-14,07;-14,07;;;74,42;1-ALLEGRA-PT
18 de janeiro de 2026 22:00 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
18 de janeiro de 2026 21:55 hs.;Cancelada pelo comprador;-10,54;-26,06;-26,06;;-67,74;0;1-ALLEGRA-PT
18 de janeiro de 2026 21:52 hs.;Para entregar na coleta de amanhã;-94,98;;;;;378,96;1-ALLEGRA-PT
18 de janeiro de 2026 21:46 hs.;Para entregar na coleta do dia 4 de fevereiro;-95,17;-154,95;-154,95;;;592,42;8-ALLEGRA-PT
18 de janeiro de 2026 21:45 hs.;Para entregar na coleta do dia 4 de fevereiro;-95,17;-154,95;-154,95;;;592,42;8-ALLEGRA-PT
18 de janeiro de 2026 21:44 hs.;Para entregar na coleta do dia 12 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 21:39 hs.;Para entregar na coleta do dia 4 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 21:26 hs.;Para entregar na coleta do dia 29 de janeiro;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
18 de janeiro de 2026 21:18 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
18 de janeiro de 2026 21:05 hs.;Entregue;-41,06;-28,45;-28,45;;;287,49;4-ALLEGRA-PT
18 de janeiro de 2026 21:02 hs.;Pronto para coleta. Está atrasado 8 dias e isso afetou sua reputación;-78,87;-26,95;-26,95;;;580;6-ALLEGRA-VR
18 de janeiro de 2026 21:02 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 20:54 hs.;Devolvido no dia 23 de janeiro;-15,83;;;;-63,16;0;1-ALLEGRA-PT
18 de janeiro de 2026 20:36 hs.;Para entregar na coleta do dia 30 de janeiro;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
18 de janeiro de 2026 20:30 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
18 de janeiro de 2026 20:01 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
18 de janeiro de 2026 20:00 hs.;Para entregar na coleta do dia 29 de janeiro;-38,18;-28,45;-28,45;;;265,36;4-ALLEGRA-PT
18 de janeiro de 2026 19:40 hs.;A caminho;-94,98;;;;;378,96;1-ALLEGRA-PT
18 de janeiro de 2026 19:35 hs.;Para entregar na coleta do dia 2 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 19:27 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 19:10 hs.;Para entregar na coleta do dia 29 de janeiro;-112,48;-56,9;-56,9;;;808,62;6-ALLEGRA-PT
18 de janeiro de 2026 18:52 hs.;Para entregar na coleta do dia 9 de fevereiro;-15,83;;;;;63,16;1-ALLEGRA-PT
18 de janeiro de 2026 18:41 hs.;Para entregar na coleta do dia 29 de janeiro;-38,18;-28,45;-28,45;;;265,36;4-ALLEGRA-PT
18 de janeiro de 2026 18:41 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
18 de janeiro de 2026 18:17 hs.;Venda entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
18 de janeiro de 2026 17:53 hs.;Para entregar na coleta do dia 30 de janeiro;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 17:27 hs.;Reclamação aberta para resolver hoje;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 17:01 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
18 de janeiro de 2026 17:00 hs.;Para entregar na coleta do dia 18 de fevereiro;-269,11;;;;;1073,72;1-ALLEGRA-PT
18 de janeiro de 2026 16:55 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 16:33 hs.;Etiqueta pronta para imprimir;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 16:23 hs.;Para entregar na coleta do dia 18 de fevereiro;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 16:19 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
18 de janeiro de 2026 16:18 hs.;A caminho;-63,32;;;;;252,64;1-ALLEGRA-PT
18 de janeiro de 2026 15:50 hs.;Reclamação aberta para resolver até quarta-feira;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
18 de janeiro de 2026 15:13 hs.;Entregue;-37,91;-53,94;-53,94;;;264,83;4-ALLEGRA-PT
18 de janeiro de 2026 15:07 hs.;Entregue;-15,83;;;;;63,16;1-ALLEGRA-PT
18 de janeiro de 2026 14:50 hs.;Devolvido no dia 22 de janeiro;-15,83;;;;-63,16;0;1-ALLEGRA-PT
18 de janeiro de 2026 14:39 hs.;Entregue;-113,73;-80,85;-80,85;;;794,49;4-ALLEGRA-PT
18 de janeiro de 2026 13:45 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
18 de janeiro de 2026 13:36 hs.;Entregue;-63,32;-29,99;-29,99;;;252,64;1-ALLEGRA-PT
18 de janeiro de 2026 13:11 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 12:56 hs.;Entregue;-70,38;-105,45;-105,45;;;436,17;6-ALLEGRA-PT
18 de janeiro de 2026 12:56 hs.;Para entregar na coleta de amanhã;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 12:48 hs.;Envio reagendado;-63,32;;;;;252,64;1-ALLEGRA-PT
18 de janeiro de 2026 12:04 hs.;Entregue;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
18 de janeiro de 2026 12:01 hs.;Entregue;-11,39;;;;;31,25;5M-NAPA-BR
18 de janeiro de 2026 11:40 hs.;Etiqueta pronta para imprimir;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 11:16 hs.;A caminho;-63,32;;;;;252,64;1-ALLEGRA-PT
18 de janeiro de 2026 11:05 hs.;Entregue;-15,83;;;;;63,16;1-ALLEGRA-PT
18 de janeiro de 2026 11:01 hs.;Mediação finalizada. Te demos o dinheiro.;-56,24;-28,45;-28,45;;;404,31;6-ALLEGRA-PT
18 de janeiro de 2026 10:39 hs.;Etiqueta pronta para imprimir;-21,13;-22,45;-22,45;;;140,12;2-ALLEGRA-PT
18 de janeiro de 2026 10:39 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
18 de janeiro de 2026 10:38 hs.;Para entregar na coleta do dia 6 de fevereiro;-75,82;-53,9;-53,9;;;529,66;4-ALLEGRA-PT
18 de janeiro de 2026 10:20 hs.;Cancelada pelo comprador;-63,32;;;;-252,64;0;1-ALLEGRA-PT
18 de janeiro de 2026 10:18 hs.;A caminho;-15,83;;;;;63,16;1-ALLEGRA-PT
18 de janeiro de 2026 09:52 hs.;Para entregar na coleta do dia 3 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
18 de janeiro de 2026 09:47 hs.;Para entregar na coleta do dia 12 de fevereiro;-15,83;;;;;63,16;1-ALLEGRA-PT
18 de janeiro de 2026 09:41 hs.;Para entregar na coleta do dia 11 de fevereiro;-63,32;;;;;252,64;1-ALLEGRA-PT
18 de janeiro de 2026 09:34 hs.;Para entregar na coleta do dia 2 de fevereiro;-37,91;-26,95;-26,95;;;264,83;4-ALLEGRA-PT
18 de janeiro de 2026 09:08 hs.;Entregue;-47,49;;;;;189,48;1-ALLEGRA-PT
18 de janeiro de 2026 07:12 hs.;Entregue;-31,66;;;;;126,32;1-ALLEGRA-PT
